time	sample_size	area_occupied	num_segregating	pi	zmar	fstavg	fstmax	% habitat loss	original_num_seg	original_pi	time passed (slim ticks)	% pi	% num_segregating	habitat loss	Time passed (in Generations)
49975	1000	0.5004402755912225	45079	7.086580198600055e-05	0.2415413435554362	0.3324660847245184	0.8093849559911442	60.0	118070	0.0001535828608874	135025	46.141738457363516	38.17989328364529	WE_0.6_7	30005.555555555555
44975	1000	0.4999424822300036	44567	6.77010143221683e-05	0.2718954138778439	0.3346354624465333	0.7397075855691233	60.0	118070	0.0001535828608874	140025	44.08109989030847	37.746252223257386	WE_0.6_7	31116.666666666668
39975	1000	0.502284068717288	44875	6.687365837919709e-05	0.2626074250536285	0.3330054493172711	0.7096553688407861	60.0	118070	0.0001535828608874	145025	43.542396588266335	38.00711442364699	WE_0.6_7	32227.777777777777
34975	1000	0.5042844906255746	44234	6.598662921961672e-05	0.2611278686217928	0.3378307450230741	0.6934095822278329	60.0	118070	0.0001535828608874	150025	42.9648392003813	37.46421614296604	WE_0.6_7	33338.88888888889
29975	1000	0.499810130326866	45138	6.797831327164322e-05	0.2633819295790494	0.3561437036671446	0.7296939458245577	60.0	118070	0.0001535828608874	155025	44.26165320717775	38.22986364021344	WE_0.6_7	34450.0
24975	1000	0.5055864428185738	44959	6.780645764382993e-05	0.2572542324427077	0.3188668545031312	0.7560761769999629	60.0	118070	0.0001535828608874	160025	44.149755546969885	38.07825866011688	WE_0.6_7	35561.11111111111
19975	1000	0.5061461016536549	44051	6.653663364182823e-05	0.2602980328153879	0.3595744349301095	0.7276093496875723	60.0	118070	0.0001535828608874	165025	43.32295495563784	37.309223342085204	WE_0.6_7	36672.22222222222
14975	1000	0.500004760950637	44641	6.742968721361472e-05	0.258862016576404	0.3489927358725426	0.8419452887537994	60.0	118070	0.0001535828608874	170025	43.904434924578666	37.808926907766576	WE_0.6_7	37783.333333333336
9975	1000	0.5033235509873103	44572	6.703325820410837e-05	0.2603801314649607	0.3443805638382389	0.7608641820434732	60.0	118070	0.0001535828608874	175025	43.64631431970402	37.750486999237744	WE_0.6_7	38894.444444444445
4975	1000	0.5056277619783438	44240	6.71676967083607e-05	0.2532036690362918	0.3603295780669528	0.8022944550669217	60.0	118070	0.0001535828608874	180025	43.733849154955514	37.46929787414246	WE_0.6_7	40005.555555555555
185000	1000	0.9924361603643174	112941	0.000154376176048	0.2571168433130302	0.2285885794114937	0.59079256598361	60.0	116432	0.0001491856749857	0	103.4792221590964	97.00168338601071	WE_0.6_8	0.0
85001	1809	0.9961326370656608	116432	0.0001491856749857	0.2579187907660494	0.2490983911370714	0.7459772249040723	60.0	116432	0.0001491856749857	99999	100.0	100.0	WE_0.6_8	22222.0
85000	1356	0.5042616041789016	84589	0.0001420070758703	0.1885230947385976	0.2333153078556882	0.4939388976129847	60.0	116432	0.0001491856749857	100000	95.18814449437714	72.6509894187165	WE_0.6_8	22222.222222222223
84999	1000	0.4985195448637419	82783	0.0001419371474087	0.1886977080317301	0.2388553185556999	0.594174791868001	60.0	116432	0.0001491856749857	100001	95.14127105186554	71.09986945169713	WE_0.6_8	22222.444444444445
84975	1000	0.5018474269765438	81987	0.0001422416965082	0.1848528669896145	0.2600224745162063	0.7240321356275303	60.0	116432	0.0001491856749857	100025	95.34541203224397	70.41620860244606	WE_0.6_8	22227.777777777777
79975	1000	0.5040888787864367	60743	0.000121139000075	0.1716843672799176	0.3562034646418877	0.7556761766854844	60.0	116432	0.0001491856749857	105025	81.20015550193517	52.170365535248045	WE_0.6_8	23338.88888888889
74975	1000	0.506376927130722	56127	0.0001085082312056	0.1960011995347641	0.3247861729085806	0.6730488659451804	60.0	116432	0.0001491856749857	110025	72.73367983621813	48.20581970592277	WE_0.6_8	24450.0
69975	1000	0.5025771631050041	52107	9.470606002501958e-05	0.2166327183048776	0.3628795007406186	0.776656400161516	60.0	116432	0.0001491856749857	115025	63.48200658950499	44.753160643122165	WE_0.6_8	25561.11111111111
64975	1000	0.5015894679887856	49836	8.768265054027918e-05	0.2235261060471317	0.3585963385938733	0.7671370050068275	60.0	116432	0.0001491856749857	120025	58.77417556925882	42.80266593376391	WE_0.6_8	26672.222222222223
59975	1000	0.4984078109674165	47965	8.079361994998251e-05	0.2642377686942269	0.3375496100903624	0.7718101077783499	60.0	116432	0.0001491856749857	125025	54.156419480440654	41.19571938985846	WE_0.6_8	27783.333333333332
